State,County,Population,"Population Speaking Spanish at Home
(Age 5+)",Hispanic/Latino,White Alone,Black/African American Alone,American Indian/Alaskan Native Alone,Asian Alone,Native Hawaiian/Pacific Islander Alone,Some Other Race Alone,Two or More Races,"Household Income
<$25k","Household Income
$25k-$50k","Household Income
$50k-$75k","Household Income
$75k-$100k","Household Income
$100k-$150k","Household Income
$150k-$250k","Household Income
$250k+",Median Household Income,No High School Degree,High School Degree,Some College,Undergraduate Degree,Post-Graduate Degree
Ohio,Brown County,"43,253",2.6%,1.4%,96.7%,0.9%,0.3%,0.3%,0.0%,0.5%,1.3%,20.0%,21.6%,19.6%,14.4%,16.5%,6.5%,1.4%,"$60,780",12.6%,46.1%,19.0%,17.7%,4.6%
Ohio,Carroll County,"26,572",2.1%,1.6%,96.5%,0.7%,0.3%,0.5%,0.0%,0.3%,1.7%,19.0%,25.1%,18.0%,15.1%,13.4%,7.1%,2.2%,"$58,091",11.3%,48.0%,19.2%,16.2%,5.3%
Ohio,Clark County,"133,430",3.9%,3.9%,84.8%,8.8%,0.3%,0.7%,0.1%,2.0%,3.3%,20.5%,27.5%,19.6%,13.2%,12.9%,4.9%,1.3%,"$52,576",11.9%,35.8%,23.8%,21.8%,6.8%
Ohio,Defiance County,"37,968",6.8%,11.0%,91.2%,1.8%,0.3%,0.5%,0.0%,3.6%,2.6%,14.1%,23.1%,21.8%,16.1%,15.8%,6.8%,2.3%,"$64,698",7.9%,44.0%,21.2%,21.1%,5.7%
Ohio,Gallia County,"29,716",2.1%,1.8%,94.1%,2.2%,0.5%,0.7%,0.0%,0.4%,2.1%,27.5%,26.8%,16.9%,11.7%,11.6%,4.7%,0.9%,"$45,754",18.1%,40.7%,16.2%,19.4%,5.6%
Ohio,Geauga County,"93,505",2.0%,1.9%,96.4%,1.2%,0.1%,0.7%,0.0%,0.4%,1.1%,9.2%,15.4%,16.3%,13.6%,20.0%,15.8%,9.8%,"$91,909",9.8%,24.0%,21.3%,30.0%,14.9%
Ohio,Guernsey County,"38,662",2.2%,1.5%,95.0%,1.5%,0.4%,0.4%,0.0%,0.3%,2.3%,26.3%,26.6%,19.2%,11.9%,11.1%,3.6%,1.3%,"$47,300",14.1%,44.1%,18.4%,18.1%,5.3%
Ohio,Harrison County,"14,893",2.9%,1.6%,95.3%,2.2%,0.2%,0.2%,0.0%,0.3%,1.8%,21.7%,25.0%,20.4%,13.1%,13.8%,4.8%,1.2%,"$54,144",14.2%,48.2%,17.2%,16.6%,3.8%
Ohio,Holmes County,"44,049",1.3%,1.2%,98.3%,0.4%,0.1%,0.2%,0.0%,0.3%,0.6%,12.7%,21.4%,19.9%,15.9%,17.4%,8.7%,3.9%,"$69,947",42.4%,33.2%,11.6%,10.1%,2.7%
Ohio,Jackson County,"32,333",8.4%,1.3%,96.3%,0.7%,0.5%,0.3%,0.0%,0.3%,1.8%,24.8%,25.4%,21.6%,11.7%,11.9%,3.8%,0.6%,"$49,737",15.4%,41.9%,18.2%,19.6%,4.9%
Ohio,Jefferson County,"64,553",3.3%,1.8%,91.2%,5.3%,0.2%,0.5%,0.0%,0.3%,2.5%,29.6%,25.8%,18.7%,10.0%,10.8%,3.5%,1.7%,"$43,710",10.3%,46.1%,17.5%,20.8%,5.4%
Ohio,Lake County,"230,118",4.3%,5.2%,89.0%,4.8%,0.2%,1.6%,0.0%,2.3%,2.1%,12.9%,21.8%,18.5%,15.0%,18.2%,9.9%,3.8%,"$70,676",8.0%,31.3%,21.8%,28.4%,10.5%
Ohio,Lawrence County,"58,889",1.3%,1.2%,95.1%,2.1%,0.2%,0.5%,0.0%,0.2%,1.8%,26.9%,25.2%,18.1%,13.6%,11.3%,3.8%,1.1%,"$47,698",13.4%,43.6%,18.8%,18.9%,5.3%
Ohio,Licking County,"178,868",2.2%,2.3%,90.1%,4.1%,0.3%,2.1%,0.0%,0.6%,2.6%,15.4%,18.6%,17.6%,13.8%,19.1%,11.2%,4.4%,"$72,840",7.7%,34.5%,20.8%,28.0%,9.0%
Ohio,Lorain County,"311,256",6.8%,11.1%,82.9%,8.4%,0.3%,1.4%,0.0%,3.2%,3.7%,18.8%,20.7%,17.8%,13.1%,16.5%,9.1%,4.0%,"$64,744",9.5%,30.9%,23.0%,27.1%,9.4%
Ohio,Madison County,"45,087",3.5%,2.5%,89.1%,6.2%,0.4%,1.6%,0.0%,0.8%,1.9%,12.8%,19.6%,19.3%,15.4%,18.8%,10.6%,3.4%,"$72,834",12.9%,41.6%,21.1%,19.3%,5.1%
Ohio,Meigs County,"22,759",2.5%,0.9%,96.9%,0.9%,0.3%,0.2%,0.0%,0.2%,1.5%,26.7%,24.4%,17.4%,11.9%,13.1%,5.2%,1.3%,"$48,727",17.1%,41.8%,17.5%,18.2%,5.3%
Ohio,Mercer County,"41,315",2.0%,2.4%,95.5%,0.5%,0.3%,0.5%,0.9%,0.9%,1.4%,13.7%,22.8%,20.7%,15.8%,18.0%,7.1%,1.8%,"$66,250",8.2%,46.5%,17.5%,21.5%,6.2%
Ohio,Morrow County,"35,479",1.7%,1.8%,96.6%,0.8%,0.2%,0.4%,0.0%,0.4%,1.6%,14.7%,22.0%,21.2%,14.4%,18.1%,7.6%,2.0%,"$65,608",13.4%,44.6%,19.8%,18.3%,4.0%
Ohio,Muskingum County,"86,247",2.4%,1.5%,91.7%,3.8%,0.3%,0.6%,0.0%,0.3%,3.2%,24.9%,23.9%,17.4%,12.7%,13.8%,5.8%,1.5%,"$51,734",11.4%,42.5%,18.7%,21.6%,5.8%
Ohio,Paulding County,"18,548",2.9%,5.2%,94.3%,1.1%,0.4%,0.3%,0.0%,1.6%,2.2%,18.2%,25.8%,19.5%,15.4%,15.2%,4.9%,1.0%,"$57,654",10.6%,48.8%,18.8%,17.5%,4.3%
Ohio,Putnam County,"33,791",4.1%,6.7%,94.6%,0.5%,0.2%,0.2%,0.0%,3.3%,1.2%,11.3%,21.5%,20.2%,13.9%,20.6%,9.8%,2.7%,"$71,316",6.7%,42.4%,16.7%,26.3%,7.9%
Ohio,Ross County,"76,425",5.8%,1.5%,90.2%,5.6%,0.3%,0.6%,0.0%,0.4%,2.9%,26.3%,23.6%,18.3%,11.7%,14.2%,4.9%,1.0%,"$50,055",13.3%,41.1%,21.6%,17.6%,6.4%
Ohio,Shelby County,"48,447",2.1%,1.8%,93.0%,2.3%,0.2%,1.3%,0.1%,0.6%,2.5%,14.0%,21.5%,19.4%,15.6%,18.0%,9.7%,1.7%,"$68,595",9.8%,42.6%,19.1%,21.8%,6.8%
Ohio,Van Wert County,"28,240",3.3%,4.0%,95.3%,1.1%,0.2%,0.4%,0.0%,1.2%,1.8%,17.3%,24.0%,22.5%,14.4%,15.0%,5.3%,1.5%,"$59,634",8.9%,46.2%,18.4%,21.1%,5.4%
Ohio,Vinton County,"13,048",1.8%,1.0%,96.8%,0.7%,0.5%,0.2%,0.0%,0.1%,1.7%,27.4%,25.9%,18.6%,12.1%,12.1%,3.1%,0.7%,"$46,563",20.1%,46.3%,14.8%,15.4%,3.4%
Ohio,Washington County,"59,532",1.9%,1.4%,95.4%,1.2%,0.3%,0.8%,0.0%,0.3%,2.0%,22.4%,24.9%,18.3%,12.8%,13.9%,5.5%,2.1%,"$53,674",9.0%,41.8%,19.0%,23.6%,6.5%
Ohio,Wood County,"131,292",4.8%,6.2%,90.9%,2.9%,0.2%,1.8%,0.0%,1.7%,2.4%,16.3%,20.4%,16.9%,12.8%,18.2%,10.5%,4.9%,"$69,568",5.8%,30.6%,19.6%,29.3%,14.8%
Oklahoma,Cherokee County,"48,723",6.0%,7.8%,48.9%,1.3%,35.5%,0.9%,0.1%,3.3%,10.0%,28.7%,26.5%,18.0%,11.1%,10.5%,3.6%,1.5%,"$44,720",14.7%,31.5%,22.9%,21.9%,9.0%
Oklahoma,Choctaw County,"14,566",4.1%,5.2%,61.5%,10.2%,18.3%,0.5%,0.0%,1.5%,8.0%,38.1%,24.1%,14.7%,9.3%,9.0%,3.0%,1.7%,"$34,625",18.3%,39.5%,23.5%,15.0%,3.7%
Oklahoma,Osage County,"46,775",4.2%,4.1%,64.6%,11.3%,14.6%,0.4%,0.0%,1.1%,7.9%,25.1%,26.5%,19.0%,12.1%,11.7%,4.3%,1.3%,"$48,325",12.2%,38.7%,23.1%,21.0%,5.0%
Oklahoma,Payne County,"82,010",5.4%,5.3%,78.4%,3.9%,5.2%,4.9%,0.1%,1.4%,6.1%,28.7%,23.2%,16.4%,10.4%,12.2%,5.7%,3.2%,"$47,694",8.0%,28.4%,19.9%,28.6%,15.1%
Oklahoma,Stephens County,"42,780",7.9%,8.8%,82.2%,2.0%,5.7%,0.7%,0.0%,3.7%,5.6%,25.6%,26.9%,16.9%,12.8%,11.4%,4.3%,2.1%,"$47,491",12.5%,41.1%,23.9%,17.8%,4.7%
Oklahoma,Washita County,"10,734",7.9%,11.1%,84.6%,1.1%,3.2%,0.5%,0.0%,4.9%,5.7%,22.4%,23.1%,20.1%,14.3%,12.5%,5.4%,2.2%,"$55,512",10.3%,43.0%,19.9%,20.1%,6.7%
Oklahoma,Woods County,"8,684",9.4%,8.6%,84.8%,3.4%,2.6%,1.4%,0.1%,4.1%,3.7%,24.1%,22.3%,19.0%,15.1%,13.6%,3.8%,2.2%,"$54,803",10.8%,29.8%,27.2%,21.4%,10.8%
Oregon,Benton County,"94,711",6.5%,8.2%,82.8%,1.2%,0.7%,7.6%,0.3%,2.9%,4.6%,20.9%,17.4%,15.5%,11.6%,17.2%,12.1%,5.3%,"$68,852",3.8%,13.8%,21.0%,36.2%,25.2%
Oregon,Coos County,"64,407",4.9%,7.3%,87.9%,0.6%,2.7%,1.4%,0.3%,2.2%,5.0%,25.2%,25.5%,18.4%,11.6%,11.8%,5.1%,2.3%,"$49,296",11.1%,30.1%,32.2%,19.4%,7.2%
Oregon,Crook County,"24,764",6.8%,8.2%,91.1%,0.4%,1.5%,0.7%,0.1%,3.8%,2.4%,18.7%,30.6%,16.7%,13.2%,12.8%,6.3%,1.7%,"$51,008",12.5%,32.9%,28.1%,21.3%,5.1%
Oregon,Deschutes County,"202,684",6.8%,8.5%,90.6%,0.5%,0.9%,1.3%,0.1%,3.4%,3.1%,13.4%,18.6%,17.1%,15.3%,17.3%,12.3%,6.0%,"$76,460",7.2%,20.2%,26.2%,33.6%,12.8%
Oregon,Douglas County,"112,285",3.7%,6.6%,90.6%,0.6%,1.9%,1.1%,0.2%,1.6%,4.0%,21.8%,27.3%,20.1%,11.9%,12.2%,5.2%,1.4%,"$51,173",10.9%,33.5%,27.4%,22.0%,6.3%
Oregon,Josephine County,"87,992",5.5%,8.2%,90.7%,0.6%,1.5%,1.0%,0.3%,2.0%,4.0%,24.0%,24.7%,18.5%,13.3%,11.9%,5.8%,1.9%,"$51,848",8.3%,30.0%,33.3%,22.1%,6.2%
Oregon,Polk County,"86,705",12.0%,15.4%,83.0%,1.2%,2.1%,2.0%,0.4%,6.8%,4.5%,17.6%,20.4%,17.8%,14.5%,16.7%,10.4%,2.6%,"$66,821",9.5%,23.0%,27.7%,28.1%,11.7%
Oregon,Yamhill County,"108,762",13.8%,17.0%,82.8%,1.1%,1.6%,2.2%,0.2%,8.3%,3.8%,16.6%,20.4%,17.3%,13.6%,18.6%,9.3%,4.2%,"$68,851",10.6%,24.6%,27.5%,27.0%,10.3%
Pennsylvania,Blair County,"120,786",1.2%,1.5%,95.0%,2.0%,0.2%,0.7%,0.0%,0.3%,1.7%,23.0%,24.2%,17.5%,13.8%,14.4%,5.1%,2.1%,"$54,133",7.9%,45.6%,17.1%,22.0%,7.4%
Pennsylvania,Butler County,"188,408",2.3%,1.8%,95.2%,1.3%,0.1%,1.6%,0.0%,0.4%,1.3%,15.3%,18.6%,17.9%,13.2%,18.1%,11.7%,5.2%,"$72,529",5.4%,32.3%,15.1%,34.1%,13.2%
Pennsylvania,Cambria County,"127,955",2.0%,1.9%,93.4%,3.5%,0.1%,0.5%,0.1%,0.5%,1.8%,25.2%,26.5%,17.3%,12.6%,12.9%,4.7%,0.8%,"$48,306",8.0%,44.8%,15.7%,24.1%,7.4%
Pennsylvania,Chester County,"528,806",6.6%,8.1%,82.2%,5.9%,0.2%,6.3%,0.0%,3.0%,2.4%,9.4%,12.4%,13.5%,11.9%,20.1%,18.5%,14.2%,"$106,431",6.0%,20.9%,13.8%,37.7%,21.6%
Pennsylvania,Delaware County,"568,018",3.7%,4.4%,66.6%,22.8%,0.2%,6.3%,0.0%,1.3%,2.7%,14.0%,18.5%,15.8%,12.1%,16.7%,13.8%,9.0%,"$78,323",6.8%,30.1%,16.7%,29.8%,16.6%
Pennsylvania,Lancaster County,"549,185",8.8%,11.7%,85.2%,4.4%,0.3%,2.5%,0.0%,4.9%,2.6%,13.3%,19.9%,18.8%,14.7%,19.4%,9.9%,4.1%,"$72,498",15.1%,34.8%,14.8%,25.1%,10.3%
Pennsylvania,Montour County,"18,190",3.4%,3.4%,91.9%,1.9%,0.1%,3.7%,0.0%,0.9%,1.5%,19.4%,20.2%,16.6%,13.0%,16.3%,9.1%,5.3%,"$65,595",9.3%,40.9%,11.1%,23.5%,15.2%
Pennsylvania,Northumberland County,"90,123",3.6%,4.1%,93.3%,2.7%,0.2%,0.5%,0.0%,1.7%,1.6%,24.5%,24.4%,16.2%,12.3%,14.6%,6.5%,1.4%,"$51,704",11.0%,50.0%,12.2%,21.5%,5.4%
Pennsylvania,Somerset County,"72,697",1.9%,1.8%,94.3%,3.1%,0.2%,0.6%,0.0%,1.0%,0.8%,19.7%,26.3%,19.8%,14.0%,13.9%,4.6%,1.9%,"$55,139",10.8%,50.3%,15.1%,18.6%,5.2%
Pennsylvania,Susquehanna County,"39,817",1.8%,2.0%,97.1%,0.6%,0.2%,0.4%,0.1%,0.5%,1.2%,18.7%,24.5%,18.1%,13.0%,15.2%,7.7%,2.8%,"$59,447",10.7%,45.6%,17.3%,19.8%,6.6%
Pennsylvania,Tioga County,"40,286",2.0%,1.6%,96.8%,0.8%,0.3%,0.5%,0.0%,0.3%,1.4%,21.0%,25.1%,19.5%,13.4%,14.2%,5.2%,1.5%,"$54,930",10.1%,45.4%,16.8%,20.7%,7.0%
Pennsylvania,Washington County,"206,510",2.4%,2.1%,92.7%,3.2%,0.2%,1.3%,0.0%,0.5%,2.1%,16.7%,21.1%,16.7%,13.1%,16.7%,11.0%,4.8%,"$68,403",5.8%,38.6%,15.8%,29.4%,10.5%
Rhode Island,Bristol County,"48,258",4.0%,3.7%,92.9%,1.4%,0.2%,2.4%,0.0%,0.6%,2.4%,15.4%,15.4%,14.7%,10.4%,18.1%,15.7%,10.4%,"$85,859",9.9%,19.9%,15.4%,32.8%,21.9%
Rhode Island,Kent County,"164,293",5.2%,6.2%,90.1%,2.2%,0.4%,2.8%,0.0%,1.7%,2.7%,15.8%,19.0%,16.9%,12.5%,20.1%,10.5%,5.1%,"$72,467",8.4%,26.5%,19.8%,32.2%,13.0%
Rhode Island,Newport County,"81,628",4.6%,6.7%,87.9%,4.1%,0.5%,1.9%,0.1%,2.0%,3.5%,13.4%,16.6%,12.7%,11.1%,18.5%,19.0%,8.7%,"$91,412",7.1%,19.7%,15.7%,35.4%,22.1%
South Carolina,Bamberg County,"13,768",5.1%,2.6%,37.0%,59.7%,0.4%,0.5%,0.0%,1.1%,1.3%,32.6%,28.4%,17.1%,8.0%,9.8%,3.3%,0.7%,"$35,923",17.5%,33.6%,15.4%,26.4%,7.1%
South Carolina,Chesterfield County,"45,437",3.1%,4.8%,61.3%,32.6%,0.6%,0.6%,0.1%,2.7%,2.2%,28.9%,25.6%,18.0%,12.1%,10.9%,3.6%,0.9%,"$45,283",23.4%,40.9%,17.8%,14.5%,3.5%
South Carolina,Dorchester County,"166,562",5.5%,6.1%,66.4%,25.5%,0.6%,2.1%,0.2%,1.9%,3.3%,16.6%,17.8%,16.9%,15.7%,17.6%,11.5%,3.9%,"$73,010",9.1%,26.7%,22.5%,32.2%,9.5%
South Carolina,Laurens County,"67,847",5.7%,5.6%,69.2%,24.9%,0.3%,0.6%,0.1%,3.1%,1.8%,26.4%,28.8%,16.9%,11.8%,10.7%,4.2%,1.3%,"$45,719",20.8%,33.8%,18.3%,21.2%,5.9%
South Carolina,Lee County,"16,395",10.4%,2.9%,32.6%,63.7%,0.4%,0.4%,0.0%,1.4%,1.5%,37.5%,26.9%,15.7%,8.1%,7.8%,2.3%,1.7%,"$35,762",20.8%,42.4%,16.3%,16.1%,4.4%
South Carolina,Marlboro County,"25,631",4.6%,3.6%,40.2%,50.7%,4.7%,0.5%,0.0%,1.3%,2.6%,36.7%,27.0%,16.2%,9.6%,7.3%,2.1%,1.1%,"$37,615",23.6%,41.8%,17.8%,13.2%,3.6%
South Carolina,McCormick County,"9,387",2.5%,1.7%,53.5%,44.0%,0.1%,0.6%,0.1%,0.3%,1.3%,27.2%,24.1%,19.9%,13.0%,10.5%,2.9%,2.4%,"$48,555",18.3%,33.3%,18.5%,23.4%,6.5%
South Dakota,Meade County,"28,769",3.2%,5.1%,88.8%,2.2%,2.9%,1.3%,0.1%,1.3%,3.5%,15.6%,23.2%,19.3%,16.5%,15.8%,6.8%,2.8%,"$64,430",5.4%,31.0%,23.3%,32.6%,7.8%
South Dakota,Yankton County,"22,866",4.8%,5.8%,88.9%,2.2%,3.2%,1.0%,0.0%,2.4%,2.3%,18.0%,24.0%,17.5%,13.7%,14.7%,8.3%,3.8%,"$61,499",9.0%,33.4%,20.1%,27.3%,10.3%
Tennessee,Benton County,"16,126",1.9%,2.9%,93.4%,2.5%,0.6%,0.6%,0.0%,0.7%,2.2%,35.0%,29.3%,15.3%,9.2%,6.6%,3.3%,1.5%,"$35,773",18.8%,46.6%,17.7%,12.3%,4.6%
Tennessee,Cumberland County,"61,366",3.6%,3.5%,95.0%,0.7%,0.4%,0.6%,0.1%,1.6%,1.6%,23.3%,28.1%,20.2%,12.2%,10.3%,4.4%,1.5%,"$48,782",13.7%,40.0%,20.3%,19.6%,6.5%
Tennessee,Davidson County,"701,305",9.4%,10.9%,59.9%,27.0%,0.4%,4.1%,0.1%,5.5%,3.1%,15.8%,20.9%,18.0%,13.2%,16.6%,9.9%,5.6%,"$68,519",10.5%,22.4%,18.8%,32.3%,15.9%
Tennessee,Hardin County,"25,586",3.2%,3.2%,92.8%,3.2%,0.6%,0.5%,0.0%,1.1%,1.8%,27.6%,27.9%,16.1%,11.5%,10.6%,4.8%,1.5%,"$44,737",19.2%,42.9%,17.4%,15.9%,4.5%
Tennessee,Henderson County,"28,177",2.8%,2.5%,88.4%,7.7%,0.3%,0.3%,0.0%,1.0%,2.3%,25.2%,27.1%,16.7%,13.6%,11.7%,4.7%,1.0%,"$47,626",18.4%,40.2%,19.1%,18.4%,3.8%
Tennessee,Johnson County,"17,759",2.0%,2.5%,94.9%,2.4%,0.4%,0.3%,0.0%,0.7%,1.3%,32.8%,30.3%,12.8%,10.7%,7.5%,4.3%,1.6%,"$38,376",20.1%,41.9%,18.1%,16.3%,3.6%
Tennessee,Knox County,"476,622",4.4%,4.8%,83.8%,8.7%,0.3%,2.4%,0.1%,2.0%,2.6%,20.3%,21.7%,17.6%,12.7%,15.0%,8.5%,4.2%,"$61,374",8.0%,25.4%,21.0%,30.9%,14.7%
Tennessee,Lawrence County,"44,619",3.7%,2.6%,94.3%,1.8%,0.5%,0.7%,0.0%,0.8%,2.0%,27.4%,26.5%,19.7%,11.2%,10.8%,3.0%,1.4%,"$46,097",17.2%,44.9%,17.9%,14.9%,5.2%
Tennessee,Lincoln County,"34,611",4.7%,4.3%,88.0%,6.7%,0.6%,0.5%,0.1%,1.7%,2.3%,21.3%,27.8%,17.0%,12.6%,13.7%,6.2%,1.4%,"$51,370",16.5%,40.7%,17.4%,19.3%,6.1%
Tennessee,Marshall County,"35,229",4.6%,5.8%,86.9%,6.5%,0.4%,0.7%,0.0%,3.1%,2.3%,18.8%,27.5%,19.7%,13.1%,13.8%,5.3%,1.7%,"$54,674",14.8%,42.3%,20.4%,18.1%,4.3%
Tennessee,Pickett County,"5,036",1.8%,2.2%,97.2%,0.2%,0.3%,0.1%,0.0%,1.1%,1.1%,22.8%,30.7%,20.8%,9.8%,9.3%,6.1%,0.5%,"$47,319",23.1%,41.1%,18.7%,14.0%,3.1%
Tennessee,Rutherford County,"344,329",7.9%,9.2%,71.6%,16.4%,0.4%,3.5%,0.1%,4.7%,3.3%,12.9%,21.5%,21.3%,16.7%,16.6%,8.5%,2.5%,"$68,316",8.1%,27.7%,24.4%,30.7%,9.1%
Tennessee,White County,"27,669",3.3%,3.3%,94.2%,1.8%,0.6%,0.4%,0.1%,0.8%,2.1%,26.8%,29.2%,18.4%,11.0%,9.9%,3.7%,1.0%,"$44,844",17.5%,43.5%,20.7%,13.4%,4.9%
Tennessee,Williamson County,"247,894",4.2%,5.2%,86.4%,4.4%,0.2%,5.1%,0.0%,1.7%,2.1%,6.9%,11.0%,13.2%,11.3%,22.2%,19.7%,15.6%,"$116,393",4.4%,12.8%,15.3%,45.5%,22.0%
Texas,Atascosa County,"51,924",49.3%,66.6%,83.3%,1.0%,0.8%,0.5%,0.1%,11.7%,2.6%,20.3%,22.8%,19.7%,12.5%,14.5%,7.6%,2.8%,"$58,838",22.7%,40.0%,19.2%,14.2%,4.0%
Texas,Austin County,"30,950",22.4%,29.4%,76.3%,8.5%,0.5%,0.7%,0.0%,11.0%,2.9%,18.1%,18.6%,16.4%,14.4%,20.3%,8.8%,3.4%,"$70,375",16.9%,29.4%,22.8%,24.2%,6.8%
Texas,Bandera County,"23,559",15.3%,20.7%,90.2%,1.1%,1.0%,0.7%,0.0%,4.7%,2.4%,19.3%,23.9%,20.3%,12.6%,13.7%,6.8%,3.4%,"$58,348",10.7%,31.9%,25.1%,24.5%,7.9%
Texas,Burnet County,"49,212",18.5%,23.9%,86.0%,2.0%,0.9%,0.9%,0.1%,7.9%,2.2%,15.5%,22.8%,18.3%,14.2%,17.0%,7.6%,4.7%,"$66,012",11.9%,31.2%,24.2%,24.7%,8.1%
Texas,Caldwell County,"44,403",39.9%,55.8%,73.8%,5.7%,1.0%,0.9%,0.0%,15.4%,3.1%,19.6%,23.3%,20.3%,13.3%,14.3%,6.9%,2.4%,"$58,709",21.2%,37.3%,21.2%,15.5%,4.8%
Texas,Franklin County,"10,748",14.2%,15.8%,84.1%,3.6%,0.6%,1.1%,0.0%,8.3%,2.4%,18.7%,24.1%,16.9%,14.1%,17.2%,5.0%,4.0%,"$60,608",11.4%,30.0%,28.9%,23.4%,6.3%
Texas,Gray County,"21,573",23.9%,31.4%,77.1%,4.8%,1.1%,0.6%,0.0%,13.1%,3.3%,24.8%,24.9%,16.1%,11.8%,13.8%,6.1%,2.6%,"$50,482",19.9%,32.5%,26.1%,18.4%,3.1%
Texas,Grimes County,"29,506",17.8%,26.1%,72.2%,14.6%,0.7%,0.4%,0.1%,9.3%,2.8%,23.9%,23.4%,16.8%,11.0%,14.5%,7.0%,3.5%,"$53,904",20.4%,35.6%,24.4%,14.1%,5.5%
Texas,Hardeman County,"3,842",19.7%,24.9%,83.5%,5.9%,0.9%,0.6%,0.0%,5.9%,3.2%,29.8%,21.8%,20.1%,11.6%,11.3%,3.1%,2.4%,"$47,955",21.1%,35.1%,23.0%,16.5%,4.2%
Texas,Jeff Davis County,"2,360",32.9%,33.2%,88.1%,1.3%,1.0%,1.3%,0.0%,5.7%,2.6%,23.9%,24.6%,22.8%,17.2%,8.9%,2.4%,0.1%,"$51,595",14.6%,22.8%,23.0%,20.3%,19.2%
Texas,Milam County,"25,040",21.9%,28.6%,75.7%,8.8%,0.9%,1.0%,0.0%,11.0%,2.6%,25.5%,25.3%,19.1%,12.0%,11.8%,5.0%,1.3%,"$49,120",17.8%,38.3%,21.5%,18.9%,3.6%
Texas,Montague County,"19,864",11.0%,12.0%,90.8%,0.8%,1.1%,0.4%,0.0%,4.5%,2.5%,20.6%,23.0%,20.0%,11.9%,14.0%,7.9%,2.5%,"$57,987",14.5%,37.6%,25.0%,17.5%,5.5%
Texas,Morris County,"12,292",9.2%,10.9%,66.8%,22.1%,1.0%,0.6%,0.1%,5.9%,3.5%,26.1%,31.5%,17.2%,10.5%,10.1%,4.0%,0.7%,"$44,060",11.7%,40.8%,28.2%,13.7%,5.6%
Texas,Parker County,"146,411",10.5%,13.8%,89.8%,1.5%,0.9%,0.6%,0.1%,4.9%,2.3%,11.9%,19.0%,18.0%,12.0%,19.1%,13.3%,6.6%,"$77,402",10.6%,30.9%,21.9%,27.3%,9.3%
Texas,Polk County,"52,140",15.7%,16.6%,76.2%,9.4%,2.1%,0.9%,0.0%,9.1%,2.2%,24.0%,26.1%,17.9%,10.7%,11.6%,6.8%,3.0%,"$49,992",19.7%,36.8%,23.1%,16.7%,3.7%
Texas,Reagan County,"3,889",59.2%,72.4%,71.7%,2.6%,0.8%,0.8%,0.0%,21.6%,2.5%,15.1%,18.6%,17.5%,15.2%,25.3%,6.4%,2.0%,"$73,312",20.2%,38.5%,27.0%,11.2%,3.0%
Texas,Rockwall County,"107,191",15.6%,19.0%,79.9%,6.8%,0.7%,3.2%,0.1%,6.4%,2.8%,8.4%,12.0%,14.1%,11.6%,23.2%,21.0%,9.6%,"$107,925",6.8%,19.2%,23.0%,35.4%,15.5%
Texas,San Saba County,"6,135",24.9%,32.1%,80.9%,3.9%,1.0%,0.6%,0.0%,11.3%,2.2%,26.6%,25.2%,18.3%,12.1%,9.8%,6.9%,1.1%,"$48,029",25.8%,33.7%,22.6%,14.1%,3.9%
Texas,Travis County,"1,307,908",25.4%,34.6%,67.0%,8.3%,0.8%,7.4%,0.1%,12.6%,3.8%,12.7%,16.2%,16.0%,12.1%,17.9%,14.3%,10.7%,"$85,426",10.6%,16.6%,16.9%,37.1%,18.9%
Texas,Waller County,"57,196",24.8%,32.0%,57.2%,23.6%,0.9%,1.3%,0.0%,14.5%,2.4%,18.5%,22.9%,15.4%,12.2%,17.1%,9.1%,4.9%,"$64,009",19.2%,32.5%,23.0%,19.1%,6.3%
Texas,Winkler County,"8,035",52.0%,64.0%,68.2%,2.3%,1.1%,0.8%,0.0%,23.4%,4.2%,20.2%,22.4%,14.4%,15.3%,16.9%,8.0%,2.7%,"$62,797",32.9%,27.9%,23.8%,12.5%,2.8%
Utah,Cache County,"132,040",10.6%,11.4%,86.5%,1.1%,0.7%,2.7%,0.4%,6.3%,2.5%,15.3%,23.1%,18.5%,15.6%,17.4%,7.7%,2.4%,"$65,671",6.5%,18.7%,25.2%,35.9%,13.7%
Utah,Duchesne County,"20,352",5.1%,9.2%,87.0%,0.5%,3.8%,0.5%,0.4%,4.0%,3.9%,17.1%,18.6%,20.3%,17.4%,18.6%,6.5%,1.5%,"$67,585",12.2%,36.5%,27.8%,19.4%,4.2%
Utah,Garfield County,"5,128",4.4%,7.0%,90.6%,0.6%,2.6%,1.6%,0.5%,2.4%,1.8%,17.9%,28.5%,16.2%,16.3%,13.1%,6.7%,1.3%,"$55,538",8.1%,35.4%,21.5%,28.8%,6.2%
Utah,Grand County,"9,977",10.2%,11.6%,86.6%,0.8%,4.2%,1.4%,0.1%,4.5%,2.4%,18.1%,27.9%,23.3%,13.5%,12.8%,4.0%,0.4%,"$54,279",9.1%,28.4%,24.6%,27.6%,10.4%
Utah,Juab County,"12,555",4.7%,5.8%,94.0%,0.5%,1.2%,0.4%,0.2%,1.7%,2.1%,12.4%,23.9%,17.9%,18.0%,18.1%,7.8%,2.0%,"$69,179",7.8%,37.2%,25.9%,22.9%,6.2%
